TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,POWER,ZONE_1,ZONE_2,ZONE_3
2012-04-02 01:00:00,0.001480103,0.0,94730.375,95.55996704,0.039764403999999996,0.622429848,0.318148613,284.13305660000003,0.0,299.2844444444445,0.0,0.0,0.0,1.0,0.0,0.0
2012-04-02 02:00:00,0.005981445,0.0,94721.5625,99.39195251,0.38659668,-0.40450000799999997,1.3432855609999999,282.8701172,0.0,303.1199999999999,0.0,4.769999999987284e-07,0.0,1.0,0.0,0.0
2012-04-02 03:00:00,0.020294189,0.0,94707.75,99.67973328,0.937316895,-0.493648529,1.279654503,282.885498,0.0,318.6177777777775,0.0,0.0,0.0,1.0,0.0,0.0
2012-04-02 04:00:00,0.043617249000000004,0.0,94699.6875,100.2070923,0.9701232909999999,-0.298454285,1.2048769,283.1572266,0.0,331.29333333333307,0.0,5.245000000000076e-06,0.0,1.0,0.0,0.0
2012-04-02 05:00:00,0.047782898,0.0,94733.3125,99.53146362,0.893005371,-0.127774239,1.207766533,283.314209,0.0,332.9555555555562,0.0,7.629000000000316e-06,0.0,1.0,0.0,0.0
2012-04-02 06:00:00,0.043663025,0.0,94749.8125,99.42308044,0.891571045,-0.231093407,1.2763109209999999,283.1843262,0.0,325.4088888888882,0.0,8.583000000000375e-06,0.0,1.0,0.0,0.0
2012-04-02 07:00:00,0.04499054,0.0,94769.0,98.57301331,0.6236877439999999,-0.055418968,1.24878788,283.6530762,18.397500000000036,309.58666666666704,35.49277777777752,7.1529999999993266e-06,0.0063461540000000006,1.0,0.0,0.0
2012-04-02 08:00:00,0.038860321,0.0,94787.9375,92.12310791,0.83279419,-0.851744652,0.97249794,286.25854489999995,147.21916666666675,341.19111111111124,205.48583333333409,4.76800000000048e-06,0.071538462,1.0,0.0,0.0
2012-04-02 09:00:00,0.035018921,0.0,94775.25,82.74525452,0.953292847,-1.10296154,0.310311317,288.41821289999996,282.7872222222222,351.53333333333285,371.53499999999985,7.153000000001061e-06,0.229166667,1.0,0.0,0.0
2012-04-02 10:00:00,0.074440002,0.0,94736.125,71.751297,0.9324646000000001,-0.193052292,-0.44757366200000004,290.267334,416.47138888888867,380.61777777777843,521.8311111111107,1.0013999999999162e-05,0.346474359,1.0,0.0,0.0
2012-04-02 11:00:00,0.11236190800000001,0.0,94746.8125,69.93354797,0.8302764890000001,0.342458725,-1.522831917,291.6049805,477.17833333333334,364.845,605.8538888888888,0.00019145799999999998,0.656858974,1.0,0.0,0.0
2012-04-02 12:00:00,0.070106506,0.0,94678.875,65.64964294,0.6853027340000001,1.115677834,-1.500989914,292.329834,446.72999999999996,374.1963888888888,594.9000000000001,7.193500000000002e-05,0.7714102559999999,1.0,0.0,0.0
2012-04-02 13:00:00,0.067001343,0.0,94608.375,60.07411194,0.768798828,1.7744865419999998,-1.611888885,293.2460938,500.4794444444444,383.5158333333334,632.8961111111112,2.1248999999999986e-05,0.613782051,1.0,0.0,0.0
2012-04-02 14:00:00,0.058559417999999995,0.0,94533.6875,54.51229858,0.538909912,2.2321071619999997,-1.731534004,294.0068359,501.76,374.6772222222223,624.3552777777777,1.2189000000000015e-05,0.554807692,1.0,0.0,0.0
